-3936037.71582389,4328256.83666217,2532103.35739237
4010974.03960448,-4258795.3042448,-2532290.93257075
7055274.20208434,-75922.8326916983,-1206758.86889148
6588987.40233242,175635.873272918,2791652.26392783
4030743.65790019,371431.430457166,5903733.52782245
192767.281958481,449300.132880339,7141421.11042116
-3706411.34397657,384519.217717043,6111757.94933153
-6428830.55645018,197656.167811549,3141654.82294722
-7110141.49119694,-51961.3188023652,-825901.511850573
-5534032.74034782,-285081.453837661,-4531239.95217702
-2200907.6960451,-427690.241568801,-6797941.72389888
1830989.99088122,-434510.399516689,-6906345.03024383
5281561.29285991,-303376.575721802,-4822032.58738846
3570260.27082071,6202448.81130327,147633.507479976
2753109.20539562,5270045.1297594,3985716.91722257
1061865.41979751,2664439.35587642,6558363.36747699
-966513.133803761,-787107.087468406,7048775.78773867
-2688030.59647783,-3988752.59197498,5301251.6996631
-3556117.3374868,-5923997.33170854,1870617.6537991
-3295161.95016813,-5978414.77558962,-2153924.27999335
-1988015.92617284,-4134727.76968125,-5494610.47378965
-49688.8922670025,-978293.911489494,-7090796.66522013
1904414.01384867,2488741.3513057,-6435705.01661837
3253878.92651385,5165618.81966749,-3737322.49775894
-3581190.23799428,6014475.93406247,1496690.02423575
-2813075.56121678,4238747.57301957,5035727.3764447
-1151829.26999506,1117246.80710213,6975956.86738183
875114.676013345,-2358971.92598148,6701369.34268111
2624215.89565237,-5086233.74026516,4299144.40129228
3540147.11024524,-6198652.27962494,531971.488795939
3332106.63081944,-5343042.51778791,-3404098.6126622
2066145.83964887,-2791054.50868763,-6259391.45681153
144198.343078699,647073.586272149,-7127371.74016981
-1823531.10856215,3879760.38959401,-5732461.85562647
-3212302.31768967,5880650.68229678,-2517535.83556162
-6588987.40233242,-175635.873272917,2791652.26392783
-4030743.65790019,-371431.430457166,5903733.52782245
-192767.281958481,-449300.132880339,7141421.11042116
3706411.34397657,-384519.217717043,6111757.94933153
6428830.55645018,-197656.16781155,3141654.82294722
7110141.49119694,51961.3188023643,-825901.511850573
5534032.74034782,285081.453837661,-4531239.95217702
2200907.6960451,427690.241568801,-6797941.72389888
-1830989.99088122,434510.399516689,-6906345.03024383
-5281561.29285991,303376.575721802,-4822032.58738846
-7055274.20208434,75922.8326916992,-1206758.86889148
-2753109.20539562,-5270045.1297594,3985716.91722257
-1061865.41979751,-2664439.35587642,6558363.36747699
966513.133803761,787107.087468406,7048775.78773867
2688030.59647783,3988752.59197498,5301251.6996631
3556117.3374868,5923997.33170854,1870617.6537991
3295161.95016813,5978414.77558962,-2153924.27999335
1988015.92617284,4134727.76968125,-5494610.47378965
49688.8922670029,978293.911489494,-7090796.66522013
-1904414.01384867,-2488741.35130569,-6435705.01661837
-3253878.92651385,-5165618.81966749,-3737322.49775894
-3570260.27082071,-6202448.81130327,147633.507479976
2813075.56121678,-4238747.57301957,5035727.3764447
1151829.26999506,-1117246.80710213,6975956.86738183
-875114.676013346,2358971.92598148,6701369.34268111
-2624215.89565237,5086233.74026516,4299144.40129228
-3540147.11024524,6198652.27962494,531971.488795939
-3332106.63081944,5343042.51778791,-3404098.6126622
-2066145.83964887,2791054.50868763,-6259391.45681153
-144198.343078699,-647073.586272149,-7127371.74016981
1823531.10856218,-3879760.38959405,-5732461.85562643
3212302.31768968,-5880650.68229678,-2517535.83556162
3581190.23799428,-6014475.93406247,1496690.02423575
